,text,label,Emotions,Emotions_Label,cluster
119,the pandemic is far from over as much as we would like it to be it is not we have all those who refused to follow basic safety protocols to thank true guidance from health authorities has at times been confusing but wearing a mask has been advised for quite a while we who wear masks and take precautions have made it possible for the no maskers anti vaxxers to go around bare faced and behave like nothing is threatening our health i do not want them to thank us i would like them to put on a mask at the very least ,masking and distancing,"[{'label': 'approval', 'score': 0.9727401733398438}]",approval,0
120,so essentially we are being asked or told to wear masks indoors because people who have not been vaccinated of their own volition are at risk the words too bad get smarter come to mind if i am not at risk because i and my family choose to be vaccinated while others did not and exercise risk behavior it is time to say enough these are adults they make choices they want to die pass it along get seriously ill this is america that is their choice we made ours they made theirs life or not goes on enough is enough we have shown the efficacy of the vaccines shown the downside offered this vaccine for free,vaccination,"[{'label': 'realization', 'score': 0.576683759689331}]",realization,1
121,my sister works for a large corporation who recently said to all the employees that the vaccine would not be required however if they did not get the vaccine they must bring in a negative covid test at the start of each work week further the employee was responsible for the cost of those tests so you do not want the vaccine fine but you are still going to offer some level of protection to the rest of the employees this seems fair to me,vaccination,"[{'label': 'approval', 'score': 0.9805207252502441}]",approval,1
122,the us strategy is to allow the virus to run through the population is that the price of freedom,,"[{'label': 'curiosity', 'score': 0.8901918530464172}]",curiosity,0
123,imagine if covid killed % of those who came in contact with it there would not be any debate about mandatory vaccinations under those circumstances how low do the numbers have to go before the false dichotomy of health advocate or big brother becomes a relevant talking point we are working on dead americans here refusing to get a shot is grossly negligent every corporation in the country should mandate that both employees and customers be fully vaccinated,vaccination,"[{'label': 'disapproval', 'score': 0.45524919033050537}]",disapproval,0
124, years ago when one of our class of graduate students contracted tuberculosis all of us students faculty and staff were required to line up for tb tests they did not ask if we wanted it they did not ask if we believed in it they did not ask if we were scared of it (one faculty member passed out from needlephobia) stop treating these babies like adults tell them to get vaccinated or find another job,vaccination,"[{'label': 'neutral', 'score': 0.6721599102020264}]",neutral,0
125,i wasnt allowed to burn leaves in my yard because doing so would burden the health and wellbeing of my neighbors i could cite dozens of similar examples of how we all accept limitations on our freedom of behavior in order to live in a safe and wellordered society todays emphasis on privacy and individual rights has gone to extreme one that the ignores the common goodin this case the very lives of our coworkersand one spurred on by a legal industry just salivating at the thought of all those vaccinationrelated lawsuits,vaccination,"[{'label': 'neutral', 'score': 0.5752641558647156}]",neutral,0
126,"just read:
 pfizer and the german company biontech have become the first companies to apply to the us food and drug administration for full approval of their covid vaccine for use in people and older the vaccine is currently being administered to adults in america under an emergency use authorization granted in december the approval process is likely to take months it could also make it easier for companies government agencies and schools to require vaccinations the equal employment opportunity commission said in december that employers could mandate vaccination and legal experts have generally agreed so we are months away from most or all companies government agencies and schools requiring vaccinations for each individual getting vaccinated as soon as possible even under fda emergency (not full) authorization remains the right thing to do so we can collectively achieve herd immunity via vaccinations (as opposed to infections and death) as soon as possible",vaccination,"[{'label': 'approval', 'score': 0.9896405339241028}]",approval,1
127,i am tired of hearing about delicate balances and individual rights this is a pandemic folks do you understand the implications of the concept there are sectors where the safety of the people requires vaccination: airlines health care food services what if we stop requiring basic sanitary practices so not no offend anyone what if we allow crews potentially carrying covid in a flying sealed tube where no matter what you will very likely breath air cotaining the virus exhaled by a member of that crew your right to risk your life ends where the risk you assumed threatens the rest of us,vaccination,"[{'label': 'curiosity', 'score': 0.7724912762641907}]",curiosity,0
128,you should not be required to go to an office that cant verify whether the people inside are vaccinated from covid because it is highly contagious,vaccination,"[{'label': 'neutral', 'score': 0.8036144971847534}]",neutral,0
129,i think there are safe ways to eat outside spaces appropriately i have done it multiple times and will continue to do so as long as you are not sitting close to any other tables waiter is masked and you are wearing a mask when you are anywhere about your table there truly is low risk and i dont think anyone has any actual data to say otherwise like the article states there are no outbreaks attributed to eating at a restaurant outdoors indoors and crowded bars are completely different story ,masking and distancing,"[{'label': 'approval', 'score': 0.7634329795837402}]",approval,0
130,this medical privacy thing is out of control employers have the right to require employees be vaccinated and we customers have the right to know if we are shopping/eating at an establishment where all employees have been vaccinated,vaccination,"[{'label': 'disapproval', 'score': 0.5175302028656006}]",disapproval,0
131,i very much enjoy restaurants but have patronized only takeout from my favorites since february think back to your time in college how often did you go to restaurants and bars my food and drink palate has changed considerably but the local bars and affordable greasy spoon restaurants got my dollars back in those days the associated independence and freedom of choice was a rite of passage after reflecting on that time in your life tell me how much will any open college town bars/restaurants be patronized with nonsocial distancing students these days and what will be the price,lockdown,"[{'label': 'joy', 'score': 0.9613389372825623}]",joy,0
132,some observations from an elderly south floridian: first the recent surge down here now apparently easing is predominantly due to teens and millennials partying closing the bars obviously a sensible notion moved the drinkathons to private residences second all restaurants are not the same many do not serve alcoholic beverages ergo they do not attract crowds our occasional recent forays into local favorites have found them virtually empty otherwise we would not go in easy to maintain social distancing under those circumstances hard to see how long they can remain in business third mask usage in stores now seems ubiquitous a good thing i do wish the media would let their readers know a dirty little secret from the contact tracers: they focus on prolonged exposure five to fifteen minutes at close quarters it would help many feel a little more secure about their grocery shopping,lockdown,"[{'label': 'desire', 'score': 0.49252748489379883}]",desire,0
133,require new id badges to enter the company premises as of a certain date say months out that is a lot of lead time to get the new id badge you have to show proof of having completed covid vaccination this provides all who work at the company with a safer workplace when the company does this the vaccine hesitaters will jump through hoops to get vaccinated the new badge gives employees a visual reminder that they work for a company that stands for a safer workplace end of discussion and we all move on see: real id for drivers licenses and air travel,vaccination,"[{'label': 'approval', 'score': 0.5881795883178711}]",approval,0
134,just to add to the experience/approach in saskatchewan i think the comments this week of the newly installed chief medical officer of the province of ontario are worth noting in my province we now have about % of the adult population with at least one covid vaccination shot and close to % of the same population fully vaccinated with shot the pressure to speed opening up and relaxation of health measures is overwhelming but public health officials are finally being listened to by politicians (having gone through a rd wave the chief medical office said on average delta wants to go from one person to six to thirty six to two hundred fifteen in a to day cycle for all these reasons we need to be cautious we need to be prudent and we need that days [pause between phases of opening up] to understand the impact we never want to take a step backward we only want to be moving forward i received by second shot this morning and with it came a fact sheet that cautioned me to continue with distancing and mask wearing protocols,masking and distancing,"[{'label': 'approval', 'score': 0.6748988628387451}]",approval,1
135,two frustrations with the article: why not talk to companies and employees who work where the flu vaccine is already required this reads as if we have no experience with this issue secondly you write that employers worry that they will lose employees if they mandate vaccines no word about employees who will come back only if the vaccine is mandated i think the number of people who will want to work where the vaccine is mandated is high yet you completely ignored it for this article,vaccination,"[{'label': 'neutral', 'score': 0.5292375683784485}]",neutral,0
136,unvaccinated americans perpetuate covid spread and ultimately virus mutations by not shutting down the spread of the disease the fears of the vaccine can be easily and objectively disproven with scientific medical data this article talks at length about legal exposure to companies mandating vaccinations but what about the legal and medical risks for not having a mandate doesnt that imply that your organization is not taking reasonably precautions to keep you workforce safe and realistically isnt that a far larger problem i heard a lawyer speaking a few days ago he wanted to mandate vaccinations for all his staff at his firm his hr department said he would have to make accommodations for those who wouldnt comply he decided to let those staff work remotely but they would have to have a camera on them at all times during the work day im sure the recalcitrant would hate that i think its a brilliant solution within the acceptable boundaries,vaccination,"[{'label': 'admiration', 'score': 0.7902801632881165}]",admiration,1
137,we need to step back and think about why viruses such as influenza and covid are around in the first place it is natures way of strengthening a species culling the weak and the sick there is nothing like a good pandemic to naturally reduce the human carbon footprint upon the earth so let the smarter ones take the vaccine and let nature have free rein on those not so inclined to do so after all is not stronger faster smarter what we are all about anyway,vaccination,"[{'label': 'realization', 'score': 0.7568441033363342}]",realization,0
138,im vaccinatedbut i do understand some peoples arguments (younger liberal folks included) against immediate vaccination id say a good percentage of current unvaccinated people plan to get a jab eventually but are waiting a bit longer to see if there are any adverse results that havent been detected/reported yet we are at what percent vaccinated currently maybe in a month or two when percent is inoculated and just fine more will be persuaded of course in the meantime that increases the chances of covid variants developing putting us all back to square but i can see the concerns of not wanting to be the guinea pig for a fast tracked concoction,vaccination,"[{'label': 'curiosity', 'score': 0.8537017107009888}]",curiosity,0
139,there are a number of commenters who are saying that unvaccinated people can still cause vaccinated individuals to become sick with covid they really cant they may cause them to be infected mostly asymptotically and almost never with severe illness so while we should be disappointed even angry with the unvaccinated for not doing their part to reduce the spread of covid we should not fear them as vectors who will cause us (or our elderly vaccinated parents) to die and please dont invoke variants here there is mounting evidence that the vaccines approved in the us protect against variants,vaccination,"[{'label': 'fear', 'score': 0.8717848658561707}]",fear,0
140,if you are vaccinated and basically healthy your odds of breakthrough infection are low and will almost certainly be totally asymptomatic or so mild as to make no difference moreover you are highly unlikely to spread the disease even the new variants going into a panic and reinstituting mask mandates as la county is doing undermines credibility and accomplishes nothing far better to just keep people informed and remind those who are very elderly or have compromised immune systems that even if vaccinated a mask is prudent indoors for that particular group life is not a zero risk game if my risk = low chance of an infection that i most likely will not even know i have that will do me no harm and is highly unlikely to be passed to others i am not wearing that thing on my face in degree heat period,vaccination,"[{'label': 'neutral', 'score': 0.9209555387496948}]",neutral,1
141,we need to step back and review how much credence we have given the crazies the antivaxxers the big lie believers sane folks need to value what is right and ensure that society at large benefits from what is right enough coddling the crazies just because they exist in great numbers we need to get back into the drivers seat and put the crazies somewhere safe we will continue to live in pandemic times unless we all comply with sound public health measures enforced by whatever legal means we have available,vaccination,"[{'label': 'approval', 'score': 0.7258331179618835}]",approval,0
142,i am retired physician and immunocompromised mask wearing hand washing and respectable distancing is the cheapest and probably the most effective way of preventionfor me it is my religion and for anyone who wants to spend time with me highest price /earnings ratio ,masking and distancing,"[{'label': 'approval', 'score': 0.6418800354003906}]",approval,0
143,who and cdc have lost a lot of credibility should never have said take off masks once vaccinated in the first place way too late to put that horse back in the barn,masking and distancing,"[{'label': 'realization', 'score': 0.9802770614624023}]",realization,0
144,im sitting outside at a nyc restaurant right now it is a nice night out people are enjoying the meal restaurant workers are getting a much needed paycheck the increases in covid cases was really due to very crowded indoor *bars* that masqueraded as restaurants mainly in states that never reduced their covid cases enough in states where they reduced covid cases and have introduced indoor dining like maine it hasnt been an issue at the end of the day we all need to figure out ways to restart normal activity schools work and yes restaurants while implementing precautions (masks cleaning testing) and being safe,lockdown,"[{'label': 'joy', 'score': 0.9217348098754883}]",joy,0
145,to get federal aid restaurants were first required to spend percent of that relief on payroll but the only way this was useful to businesses restaurant owners said was if they were able to reopen and generate revenue in that period which was nearly impossible so many business owners cannot understand the rationale behind the paycheck protection program the money was not provided so you could stay open it was provided so you could keep your workers on the payroll while you were shut down,lockdown,"[{'label': 'neutral', 'score': 0.9839566349983215}]",neutral,0
146,if companies make people return to work then they must make vaccination mandatory and available we seem to have lost perspective we are in a public health emergency previously with vaccination refusal it was a case of religious beliefs not a political statement,vaccination,"[{'label': 'neutral', 'score': 0.9674931764602661}]",neutral,0
147,i would like to see the numbers on barber shops and salons in their reopening as educated and licensed professionals in my state their practices of infection control was that of trained professionals i think they may have been unfairly targeted as places the virus spreads,lockdown,"[{'label': 'neutral', 'score': 0.39953163266181946}]",neutral,0
148,consumers and companies are ultimately paying for medical costs the allowance of a multimillion dollar claim for a covid incident is not good policy by any employer self insured or not while a governmental requirement for vaccines would not go over well the requirement for vaccines by an employer would be understood get the vaccine or give up your job employers need to step up to the plate and make the vaccine a requirement,vaccination,"[{'label': 'disapproval', 'score': 0.7364943027496338}]",disapproval,0
149,not discussed here is how economists estimate that over % of small business owned restaurants (many by minority groups) will not survive into next year that economic hit and its impact on funding our government programs will lead to a public health crisis of its own (think deaths of despair) on top of the existing mental health crisis of our youth from the measures already taken by state and local governments (not just trump),lockdown,"[{'label': 'optimism', 'score': 0.9270128607749939}]",optimism,0
150,i think it will still be difficult to force somebody to take a vaccine that is designated emergency use authorization which means it does not have full approval pfizer and biontech asked the food and drug administration friday for full approval of the companies covid vaccine if approved it would be the first covid vaccine in the united states to hold that distinction there are no other vaccines that are required that do not have full approval to compare one of the covid vaccines (which is eua) to any other vaccine (with a bla) like mmr polio pneumonia flu etc is not a valid comparison because they are all fully approved for example there are different evidentiary requirements for licensure of a biologics license application (bla) and issuance of an eua for a vaccine furthermore an eua expires upon termination of the relevant emergency declaration whereas there is no termination of a bla likewise if there were problems (like with jj) with a fully approved vaccine there would not just be a week or pause with a recommendation to not use instead there would be a recall i assume once the covid vaccines are fully approved there will be less resistance,vaccination,"[{'label': 'neutral', 'score': 0.9099746942520142}]",neutral,1
151,but the shortterm gains have led to broader losses the american national motto not just in the time of covid but in the st century that can go on our tombstone,,"[{'label': 'neutral', 'score': 0.9607944488525391}]",neutral,0
152,expose the antivaxxer crowd as the disruptive neerdowells they truly are do not let them in the office in stadiums stores schools or restaurants let them enjoy their choices as social pariahs,masking and distancing,"[{'label': 'neutral', 'score': 0.5016393065452576}]",neutral,0
153,we are so concerned with protecting others lives but not the ones in the womb abortion is a choice and believe it should continue to be vaccinations should be my choice rightmy body,vaccination,"[{'label': 'neutral', 'score': 0.7661773562431335}]",neutral,0
154,should an employer allow an employee at their workplace to fire a gun randomly at various intervals while working throughout the day i do not think so what is the difference when an unvaccinated employee comes in and interacts with other employees and customers catching this virus may result in a minor inconvenience for some lifetime problems for others and death for others same results as a gun shot wound,vaccination,"[{'label': 'curiosity', 'score': 0.9511519074440002}]",curiosity,0
155,every day i become angrier and angrier about the antivaxxers even though im vaccinated the delta variant could potentially be dangerous for me when did this country become so crazy oh yeah trump (and the internet),vaccination,"[{'label': 'anger', 'score': 0.9788495898246765}]",anger,0
156,as the current data show those who are vaccinated are unlikely to be infected and thus become possible spreaders of the covid virus being vaccinated is not a matter of personal privacy or any other personal anything vaccination is a matter of public health those who are not vaccinated should not be permitted to use any public facilities get over it antivaxxers believe whatever cult theories you choose to believe but keep you potentially lethal exhalations in the privacy of your own home get vaccinated or stay home,vaccination,"[{'label': 'neutral', 'score': 0.9126603603363037}]",neutral,0
157,if you are not vaccinated you are susceptible to getting covid and infecting other people including those who have been vaccinated why do you have the right to make other people ill or even die by spreading an illness that is so virulent and can cause very serious longterm side effects at the very least companies/employers should be required to know which employees are vaccinated and which are not and require workers not vaccinated to wear masks and social distance i fail to see why my right to stay alive should be superseded by your failure to vaccinate why is it not an invasion of my privacy to be forced to associate with people who may be spreading the virus and putting me at risk why is it an invasion of your privacy to require you do something that will protect yourself and the people around you especially since it is increasingly clear that the vaccines are safe and extremely effective as the is shown by the dropping numbers of cases and reduction of illness and death,vaccination,"[{'label': 'curiosity', 'score': 0.6978058218955994}]",curiosity,1
158,reading these comments no one knows the long term effects of the vaccine do not dismiss peoples concerns that is part of our problem i am vaccinated and % for them as their efficacy has been proven the alternative is a covidmutating virus that will be here for ever so the risks outweigh the fears in my opinion but you do not convince someone who is afraid by dismissing their concerns especially when they are valid i also wonder about mandating a vaccine that is only approved for emergency use only i think it is just a matter of time before full fda approval but i do think you cannot mandate any vaccine that is just for emergency use only there must me a legal precedent there stay safe folks but listen as well,vaccination,"[{'label': 'caring', 'score': 0.9460466504096985}]",caring,0
159,it is all about public health in a pandemic not individual freedom hey you are free to rob a bank drive mph but does a reasonable person i am sure healthcare insurance companies are watching and will price the healthcare risks short term and long term of not get a vaccine,vaccination,"[{'label': 'neutral', 'score': 0.4575825333595276}]",neutral,0
160,at my clinic ive had a few folks who work in high risk industries like nursing homes and factories tell me ill get vaccinated when my employer requires it so once the vaccine is past emergency use authorization i hope employers require it we healthcare workers have been required to get the flu vaccine for years and flu is a much smaller risk than covid also the flu shot is much less effective that the covid vaccine,vaccination,"[{'label': 'optimism', 'score': 0.7645982503890991}]",optimism,0
161,i stayed home for a year never got covid and am fully vaccinated i have rights too i have a right to not be on a plane with unvaccinated people i have a right to not be cared for in a medical facility by unvaccinated people i do not want to patronize a restaurant where the staff is unvaccinated i have a right to know i have a right to not share office space with the unvaccinated i have a right to be safe at work i do not want my kids to do virtual school so i expect students who want to be on campus to be vaccinated the kids and young adults who are vaccinated have rights too health systems mandate flu shots and should mandate covid vaccines if businesses do not mandate there are other ways to incentivize the unvaccinated can work from home or share their own floor and mask at work the vaccinated have a right to a full life and vibrant economy,vaccination,"[{'label': 'disapproval', 'score': 0.6906898617744446}]",disapproval,1
162,"this is simple viruses are inherently weak and can not survive on their own
they need a host to continue to survive
each time they hop to a new host they have the opportunity to mutate
mutations are unpredictable viruses can mutate into something stronger and more resistant to vaccines and meds (think antibiotics)
wearing masks is a one very simple way to keep the virus from finding hosts",masking and distancing,"[{'label': 'neutral', 'score': 0.9835392236709595}]",neutral,0
163,no one should eat in a restaurant ever even without the pandemic junk food expensive junk food bars should not exist no respectable person goes to a bar alcohol is for the family dinner table in moderation and for nowhere else,,"[{'label': 'neutral', 'score': 0.6191951632499695}]",neutral,0
164,easy solution until the vaccine goes away if you get the vaccine you can work in the office if you will not get the vaccine you work from home until the virus goes away no other alternative,vaccination,"[{'label': 'neutral', 'score': 0.6531602740287781}]",neutral,0
165,so much security theater while the most vulnerable still lack nonbankruptcyinducing health care or government assistance to keep them home if sick,,"[{'label': 'neutral', 'score': 0.9747580885887146}]",neutral,0
166,avoiding restaurants will fatten your wallet and lighten your weight instead of the other way around,,"[{'label': 'approval', 'score': 0.8621894717216492}]",approval,0
167,in galapagos all expedition cruise ship employees are being vaccinated as i type no issue there it is good for you it is good for your family for your community and it will be good for business please make them mandatory otherwise there will be ongoing outbreaks that will force never ending closures,vaccination,"[{'label': 'caring', 'score': 0.9605028033256531}]",caring,0
168,companies cant demand inoculation however they can bring them on site and provide time for the employees to receive it thats how it works for mammograms and basic flu shots,vaccination,"[{'label': 'neutral', 'score': 0.9932169318199158}]",neutral,0
169,this article is about where outbreaks have come from but i do not think the headline that bars and restaurant owners wanted to get back to work is accurate bars and restaurant owners have felt compelled to reopen in some capacity due to the lack of support required at the state or federal level (ppp has been problematic and not the financial or legislative fix needed to save bars and restaurants) the effort required to pivot a million times keep employees safe and try to meet prepandemic expectations from guests has created constant stress and it is not profitable and because the take out only scenario is really really not profitable we end up with businesses making irresponsible decisions about dinein but when the alternative is shutting down defaulting on ones lease and risking a lawsuit from the property owner (a real threat) what does one do but keep going five months in and few have received the concessions needed from their landlords to feel confident about their businesses making it thru the coming fall and winter,lockdown,"[{'label': 'disapproval', 'score': 0.6828719973564148}]",disapproval,1
170,requiring everyone in the us to continue to wear masks in indoor public spaces gives significant protection to those who are unvaccinated those who have only one of two shots of the pfizer or moderna vaccine and the immunocompromised who may have received the two shots but have limited or no protection from covid roughly half of the population of the us is in one of these three categories and remain vulnerable to covid the delta variant in particular not requiring masks encourages the country to return to normal the problem is that the population as a whole has limited or no protection from covid we are in no position to turn the page on covid,masking and distancing,"[{'label': 'neutral', 'score': 0.5865836143493652}]",neutral,1
171,a lot of self righteous commenters sure that their decision not to attend a restaurant for months is saving the world from calamity vermont has had restaurants open for dining (both indoors and outdoors) for months and has the best covid record in the country also in that time: less than deaths from covid in the entire state seems to me that does not support a correlation between dining out and covid deaths,lockdown,"[{'label': 'admiration', 'score': 0.677966833114624}]",admiration,0
172,"its the lives of americans everywhere and of all ages that are at stake here monetary incentives and reasonable persuasion are the best tools to bring about an increase in vaccination rates but if they prove inadequate the vaccinations should be required by employers with medical and religious exemptions permitted
any persons without bona religious or medical reasons whose politics or inability to care about the lives of others causes them to refuse vaccination should be required to keep their suicide to themselves",vaccination,"[{'label': 'approval', 'score': 0.8551526665687561}]",approval,0
173,"the problem is air
more exactly: not enough fresh air
its not so much socializing per se
its congregating in places that have ac
the increase in cases in warm states happened when everybody started hunkering indoors under ac
thats the red thread that explains much of the southern outbreaks this summer
ac = lack of fresh air = recirculating peoples breath
it is crucial for us to understand this now before winter causes the same problems in the north
all these leed certified buildings will kill us if we dont",,"[{'label': 'realization', 'score': 0.8729493618011475}]",realization,0
174,i just dont think this is a smart strategy the goal is to get more people vaccinated if certain people (you know the type of people im talking about) hear that they have to keep wearing a mask anyway many wont get vaccinated we have less than percent vaccinated in my county will they get vaccinated the vaccines are free and widely available so i dont understand what the problem is oh wait yes i do ignorance: ignorance is the problem we have to walk on eggshells to keep from upsetting these people simply because they are too ignorant to get vaccinated variants will take root and well still be dealing with a pandemic this time next year though ive been vaccinated since early may im still too scared to go in large stores because i know that most of the people inside arent vaccinated how do you get the deep south vaccinated you tell people that college football season will be canceled if they dont get vaccinated you go on fox news and newsmax and tell these people that variants could emerge that evade the vaccine and upend college football season ive concluded that this is the only way to get through to these knuckleheads,vaccination,"[{'label': 'approval', 'score': 0.8935360908508301}]",approval,1
175,this is an irresponsible headline it gives the impression that if bars and restaurants were to reopen all the former patrons would come storming back in here in san francisco we have a very few neighborhoods that look like the picture on your story in the rest the outdoor tables sit empty even on friday or saturday night people are not staying away because the government tells them to they are staying away out of fear of the virus demand will not return until the virus is eradicated no matter what the government says,lockdown,"[{'label': 'neutral', 'score': 0.7339736819267273}]",neutral,0
176,the big picture if you are vaccinated and living in a state/county with a high vaccination rate is that studies show the overwhelming majority of breakthrough infections (after vaccination) are caused by variants the delta variant will soon mutate into something else as long as there is a pool for this opportunistic virus to infect and replicate in there is a good change of further mutation we do not know if future mutant strains will be contained by current vaccines i am vaccinated and i am wearing my mask in public indoor spaces i might be a few months early but might as well keep the habit going this thing is in no way over one more thing: why are we permitting international travel,masking and distancing,"[{'label': 'confusion', 'score': 0.8346607089042664}]",confusion,0
177,i was told getting vaccinated was all i needed to do welp i am done with the masks and the lockdown orders america is not a perpetual lockdown/mask mandate machine america has mentally moved on compromised stay home here comes the next rush of californians into arizona like when % of every license plate was from there after newsome shut the state down people escaping to freedom wear your mask i threw mine away after the vaccine,masking and distancing,"[{'label': 'neutral', 'score': 0.9782828092575073}]",neutral,0
178,stopped eating and drinking out nights or so a week lost pounds finally learned how to cook the cauliflower instead of buying it waiting til it rotted and throwing it away some nights dinner is grilled cheese or a glass of wine and tortilla chips who cares have found i do not miss restaurants all that much hard for me to understand a country that prioritizes opening restaurants over getting kids safely back to school cannot stand looking at people eating at restaurants when millions of the countrys children cannot go to class and are stuck in front of computers all day that said restaurant owners and their staff need and deserve substantial government support if we put them temporarily out of business and force them to stay home from their jobs for the common good they are owed fair compensation for that when we are done with this pandemic i pledge to do my best to gain that pounds back again happily overeating ordering craft cocktails and tipping well at our local eateries,lockdown,"[{'label': 'realization', 'score': 0.5559735894203186}]",realization,1
179,i agree with a lot of the people posting here that people need to take personal responsibility and do what is required for our society to function properly lots have suggested that the non vaxxed should pay higher insurance rates similar to smokers they should also be denied other civil liberties because of their blantant disregard for others i believe we should all do our best to insure that this pandemic ends as soon as possible before we get to the non vaxxed we should deal with all the people who got us in this mess to begin with all the obese and overweight the out of shape who so selfishly overburdened our hospitals with their lack of social responsibility these are the people who forced us to change our everyday lives so we could flatten the curve follow the science people <a href=https://wwwcnncom////health/obesitycoviddeathrateintl/indexhtml target=blank>https://wwwcnncom////health/obesitycoviddeathrateintl/indexhtml</a>,vaccination,"[{'label': 'approval', 'score': 0.9905980229377747}]",approval,1
180,gee thanks antivaxxers thanks all you not an antivaxxer but just want to wait folks if everyone had gotten their vaccine when it was available to them this would not be an issue now,vaccination,"[{'label': 'gratitude', 'score': 0.9967159032821655}]",gratitude,0
181,it is really easy to fall into the trope of if you are not vaccinated that is your problem but as much as i would like to agree with that sentiment i cannot those who are not vaccinated and could be are making life impossible for those who cannot be but another mask mandate is not going to solve anything we need vaccine mandates,vaccination,"[{'label': 'disapproval', 'score': 0.9629719853401184}]",disapproval,0
182,this is ridiculous this is a sometimeslethal disease that has closed down the world for over a year million people in the us have already received the vaccine the overwhelming number have not had any adverse effects the people who are not vaccinating and who do not otherwise have a health or religious reason not to are standing in the way of heard immunity for our country they should be ashamed but they will not be they are trump people,vaccination,"[{'label': 'annoyance', 'score': 0.7211973071098328}]",annoyance,0
183,this whole thing is so stupid stop already with these dehumanizing masks they dont work and they steal our humanity,masking and distancing,"[{'label': 'anger', 'score': 0.9614045023918152}]",anger,0
184,this is a problem of democracy sometimes the masses want whats stupid dangerous and selfish,,"[{'label': 'annoyance', 'score': 0.4108436107635498}]",annoyance,0
185,the employment question is being framed incorrectly an employer may create whatever conditions of employment the employer desires short of discriminating against a protected class employees or prospective employees then have every right to exercise their freedom to choose whether to work there or not,,"[{'label': 'neutral', 'score': 0.880807101726532}]",neutral,0
186,to the commenters who have done their part by masking up in the past and have gotten vaccinated saying covid is no longer their problem especially for those who wont get shots: do you think you are any better than all the antimasksers we have had since the pandemic began yes it is frustrating that many do want to be vaccinated but it doesnt mean i want them to get very ill or die let alone possibly indirectly play a role in filling up hospitals thus repeating a cycle we had last year: traumatized and burnt out medical professionals and those who do need other medical help reluctant to seek the care they need what about those with compromised immune systems who cant get shots or those of age as the nytimes covered who have family preventing them from getting vaccinated children who can then spread to adults there are so many people out there who can suffer because of the choices you make not just the choices they make for themselves its mental gymnastics the amount of faith so many politicians and people have put in the cdc is astounding how many mistakes have they made in the past year how many times have they flipflopped and kowtowed because it fits the thinking that so many want to hear trump was our president surely since he was an authority so many more should have just blindly trusted him a lot of us have mostly worn masks for over a year now a few more months if we act now cant hurt id like to think it can help,vaccination,"[{'label': 'annoyance', 'score': 0.5908063054084778}]",annoyance,1
187,my fear is that someone will sue a company for discrimination against its antivaxer emloyees by offering incentives if the case should reach scotus the majority who seem to be scienceignorant if not downright antiscience may side with the plaintiffs we shall continue our march toward national suicidebyignorance,vaccination,"[{'label': 'fear', 'score': 0.5377680659294128}]",fear,0
188,requiring the vaccine should be a given the more people we vaccinate the quicker we can prevent covid from mutating and the quicker we can bring this pandemic under control there should be no debate on this topic whatsoever this is how we conquered polio this is how we conquered small pox when i was a kid in the s every summer we worried that we could catch polio that was the case until dr jonas salk invented the polio vaccine and everyone was safe from then on my doctor said to me even if you have a few side effects it beats dying people should stop debating and just get with the program the vaccine has been given to millions of people world wide with little or no side effects i had both moderna shots the shot itself did not hurt i did not even get a sore arm though after the first vaccination that night there was a full moon the hair on my arms face and head started to grow longer my finger nails started to grow and i began to crouch low and howl at the moon the next morning i was perfectly fine seriously though just get the shot it will save your life help reopen our economy and protect you and your loved ones from a terrible and fatal disease,vaccination,"[{'label': 'neutral', 'score': 0.4518211781978607}]",neutral,1
189,it is irresponsible to ask people to wear masks after they have been vaccinated the simple reason is that nobody is going to do it anyway people have done what they can do and they can do no more we are not going to wear masks the rest of our lives it is time to open up and go back to normal and those who have not been vaccinated need to bet vaccinated or be at risk to a below get real there is a small risk any person could die from the behavior of some dude in the outback that passes some undetectable pathogen that effects only maybe people in the world due to a genetic predisposition should we all cower in our homes and wear hazmat suits because there is a small risk it is ridiculous somebody needs to put the foot down and shock us back into the reality that all life carries risk everyone is at risk of dying every single day that is life,masking and distancing,"[{'label': 'annoyance', 'score': 0.7189807891845703}]",annoyance,1
190,none of us are safe until we are all vaccinated why would anyone want to go back to the office if the fool in the next cubicle is the incubator of the next variant that could compromise my vaccination,vaccination,"[{'label': 'annoyance', 'score': 0.8591377139091492}]",annoyance,0
191,one thing that hit me this weekend is that corona beer is still being ordered with no one wincing or reacting negatively i can only think: it is over a year and they have not changed the name of corona yet maybe to something less scary like anything else i was recalling the very popular and tasty diet supplement (which really tasted like delicious candy) with the name ayds changing its name in the s,,"[{'label': 'approval', 'score': 0.48682132363319397}]",approval,0
192,"not sure how the personal privacy fits in the equation not being vaccinated is dangerous also for the others
i guess its a matter of personal privacy if one wants to go to the subway dressed in dynamite",vaccination,"[{'label': 'confusion', 'score': 0.9954614043235779}]",confusion,0
193,mental health has become the catchall justification for all kinds of idiotic behavior during the epidemic i have yet to see any actual scientific study suggesting you need to sit in bar with with other unmasked people to stave off psychological damage but i suppose mental health sounds better than im bored,masking and distancing,"[{'label': 'neutral', 'score': 0.8892576098442078}]",neutral,0
